NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	AEBP1	2	33.19158935546875	0.02833892	Yes	
row_1	FBN1	4	32.399681091308594	0.056065008	Yes	
row_2	SPARC	8	30.717422485351562	0.08221511	Yes	
row_3	CRISPLD2	10	30.566404342651367	0.108368605	Yes	
row_4	LAMB1	12	29.04438018798828	0.13321652	Yes	
row_5	ECM2	21	27.471452713012695	0.15624985	Yes	
row_6	CILP2	23	27.336864471435547	0.17963304	Yes	
row_7	EMILIN1	26	26.741357803344727	0.20243892	Yes	
row_8	THBS1	36	25.442819595336914	0.22366561	Yes	
row_9	IGFBP4	62	22.470273971557617	0.2412789	Yes	
row_10	FN1	71	21.863208770751953	0.25950146	Yes	
row_11	THBS2	77	21.315616607666016	0.27745372	Yes	
row_12	NID1	79	21.17734146118164	0.29555324	Yes	
row_13	FNDC1	96	20.03769874572754	0.3116781	Yes	
row_14	WISP1	112	19.3548583984375	0.3272837	Yes	
row_15	CYR61	127	18.894344329833984	0.34256074	Yes	
row_16	CTGF	128	18.852785110473633	0.35873273	Yes	
row_17	HMCN1	130	18.827409744262695	0.37481648	Yes	
row_18	SRPX2	131	18.788599014282227	0.3909334	Yes	
row_19	MATN3	140	18.34299087524414	0.4061363	Yes	
row_20	SPON2	146	17.9222412109375	0.42117772	Yes	
row_21	SNED1	151	17.584108352661133	0.43599555	Yes	
row_22	CILP	152	17.53980255126953	0.45104125	Yes	
row_23	SMOC2	154	17.42298126220703	0.46592027	Yes	
row_24	IGFBP5	160	17.21416664123535	0.48035428	Yes	
row_25	SRPX	161	17.210355758666992	0.4951174	Yes	
row_26	PCOLCE	163	17.18509864807129	0.5097923	Yes	
row_27	SVEP1	187	15.853097915649414	0.5218623	Yes	
row_28	SLIT2	194	15.744550704956055	0.5349693	Yes	
row_29	SLIT3	206	15.320716857910156	0.5473802	Yes	
row_30	ECM1	215	15.087801933288574	0.55979085	Yes	
row_31	CTHRC1	220	14.929512977600098	0.57233155	Yes	
row_32	WISP2	240	14.48402214050293	0.583493	Yes	
row_33	EDIL3	241	14.362748146057129	0.59581345	Yes	
row_34	ELN	242	14.351383209228516	0.6081241	Yes	
row_35	NID2	260	13.898611068725586	0.61891633	Yes	
row_36	FBLN2	312	12.836294174194336	0.6265373	Yes	
row_37	MXRA5	335	12.422538757324219	0.63573104	Yes	
row_38	SPARCL1	337	12.334362983703613	0.646245	Yes	
row_39	FBLN1	357	11.821616172790527	0.6551227	Yes	
row_40	MFAP4	367	11.674704551696777	0.66453904	Yes	
row_41	PXDN	386	11.32361125946045	0.673056	Yes	
row_42	MFAP5	424	10.564449310302734	0.6796588	Yes	
row_43	COMP	449	10.270650863647461	0.6868736	Yes	
row_44	LTBP2	466	9.966663360595703	0.69435954	Yes	
row_45	EFEMP2	512	9.435468673706055	0.69946206	Yes	
row_46	MMRN1	521	9.323740005493164	0.70692825	Yes	
row_47	ADIPOQ	548	9.008658409118652	0.71292764	Yes	
row_48	TGFBI	571	8.830119132995605	0.7190398	Yes	
row_49	BMPER	595	8.580376625061035	0.7248712	Yes	
row_50	MGP	616	8.384475708007812	0.730734	Yes	
row_51	NPNT	621	8.319228172302246	0.7376044	Yes	
row_52	DPT	629	8.270851135253906	0.74423385	Yes	
row_53	EFEMP1	643	8.125117301940918	0.75033945	Yes	
row_54	FBLN5	652	8.030447959899902	0.7566962	Yes	
row_55	POSTN	653	8.024052619934082	0.7635793	Yes	
row_56	LGI2	656	7.99623966217041	0.7703056	Yes	
row_57	MFAP2	696	7.6709723472595215	0.77429336	Yes	
row_58	VTN	697	7.667983055114746	0.780871	Yes	
row_59	LAMA4	705	7.56685209274292	0.7868965	Yes	
row_60	CRISPLD1	708	7.540262699127197	0.79323167	Yes	
row_61	VWF	723	7.418553352355957	0.79866475	Yes	
row_62	PCOLCE2	802	6.738885879516602	0.79926056	Yes	
row_63	LAMA1	877	6.211242198944092	0.7996697	Yes	
row_64	IGFBP7	970	5.697262287139893	0.7984414	Yes	
row_65	EMILIN3	994	5.5922675132751465	0.80170965	Yes	
row_66	THBS4	1003	5.54248046875	0.8059322	Yes	
